characters_araber;Araber
texts_butler_top_a17_butler_gespraech_was_machen_wir_jetzt_tseq_title;Qu'allons-nous faire maintenant ?
spokentexts_butler_top_a17_butler_gespraech_was_machen_wir_jetzt_tseq_st_1;Alors, que faisons-nous maintenant ? Je pourrais m'échapper et...
spokentexts_butler_top_a17_butler_gespraech_was_machen_wir_jetzt_tseq_st_2;...nager jusqu'au Caire ?
spokentexts_butler_top_a17_butler_gespraech_was_machen_wir_jetzt_tseq_st_3;Donc, je reste ici et j'attends ?
spokentexts_butler_top_a17_butler_gespraech_was_machen_wir_jetzt_tseq_st_4;Ils vont vous arrêter au Caire et vous poser des questions sur l'assassinat. Même si ils ne vous jettent pas en prison, ça va prendre des jours.
spokentexts_butler_top_a17_butler_gespraech_was_machen_wir_jetzt_tseq_st_5;Et si nous trouvions le meurtrier ? Ils n'auront plus aucune raison de me retenir.
spokentexts_butler_top_a17_butler_gespraech_was_machen_wir_jetzt_tseq_st_6;Oh, j'ai une longueur d'avance vous...
sequences_butler_top_a17_butler_gespraech_was_machen_wir_jetzt_tseq#6;[The door opens. The butler disappears quickly, so that he wont be seen by Ohi who comes down the stairs.]
sequences_butler_top_a17_butler_gespraech_was_machen_wir_jetzt_tseq#7;[The Arab take both hands to the grid and stands there (idle).]
sequences_butler_top_a17_butler_gespraech_was_machen_wir_jetzt_tseq#8;[Ohi approaches him.]
sequences_butler_top_a17_butler_gespraech_was_machen_wir_jetzt_tseq#9;[The Arab repeatedly tapped the fingers of his left hand on the bars. It looks like a nervous tic. Ohi noticed.]
spokentexts_butler_top_a17_butler_gespraech_was_machen_wir_jetzt_tseq_st_7;Nerveux ?
spokentexts_butler_top_a17_butler_gespraech_was_machen_wir_jetzt_tseq_st_8;Je le serais, si j'étais vous.
sequences_butler_top_a17_butler_gespraech_was_machen_wir_jetzt_tseq#12;[The pictures faded out.]
texts_butler_top_a17_butler_waffe_entschuldigen_tseq_title;S'excuser
spokentexts_butler_top_a17_butler_waffe_entschuldigen_tseq_st_1;Je... Je n'aurais pas dû sorti. C'était une erreur.
sequences_butler_top_a17_butler_waffe_entschuldigen_tseq#1;[The butler is not reacting. The Arab is clearly uncomfortable in this situation.]
sequences_butler_top_a17_butler_waffe_entschuldigen_tseq#3;[The Butler still does not react. The Arab takes his courage of out of despair. He stands up straight, and speaks with firmer voice.]
spokentexts_butler_top_a17_butler_waffe_niemanden_umgebracht_tseq_st_3_direction;with firmer voice
spokentexts_butler_top_a17_butler_waffe_niemanden_umgebracht_tseq_st_3;Pourquoi vous ne répondez pas ?
sequences_butler_top_a17_butler_waffe_entschuldigen_tseq#5;[A short pause.]
spokentexts_butler_top_a17_butler_waffe_niemanden_umgebracht_tseq_st_4_direction;quiet, menacing
spokentexts_butler_top_a17_butler_waffe_niemanden_umgebracht_tseq_st_4;Je vais avoir une conversation que vous ne pourrez plus entendre.
sequences_butler_top_a17_butler_waffe_entschuldigen_tseq#7;[Again, a short pause, the men stare at each other. The Butler then pulls the gun from the grid and takes it. The Arab is terrified, tears himself together again.]
texts_butler_top_a17_butler_waffe_niemanden_umgebracht_tseq_title;Arrestation accidentelle
spokentexts_butler_top_a17_butler_waffe_niemanden_umgebracht_tseq_st_1;Je n'ai tué personne ! Ils m'ont arrêté purement par hasard ! Ils devront me relâcher au Caire.
sequences_butler_top_a17_butler_waffe_niemanden_umgebracht_tseq#1;[The butler is not reacting. The Arab is clearly uncomfortable in this situation.]
spokentexts_butler_top_a17_butler_waffe_niemanden_umgebracht_tseq_st_2;Je veux dire... Quelqu'un a été tué, n'est-ce pas ? J'ai entendu un coup de feu...
sequences_butler_top_a17_butler_waffe_niemanden_umgebracht_tseq#3;[The Butler still does not react. The Arab takes his courage of out of despair. He stands up straight, and speaks with firmer voice.]
sequences_butler_top_a17_butler_waffe_niemanden_umgebracht_tseq#5;[A short pause.]
sequences_butler_top_a17_butler_waffe_niemanden_umgebracht_tseq#7;[Again, a short pause, the men stare at each other. The Butler then pulls the gun from the grid and takes it. The Arab is terrified, tears himself together again.]
