characters_araber;Araber
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag#25;[The Arab takes the visitor pass.]
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag_st_16;Merci bien.
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag_st_17_direction;bored hum
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag_st_17;Hmmh.
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_eintrag#28;[From now on, the Arab can move freely through the museum and enters it at any time.]
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_kein_eintrag#0;[The Arab is coming into the museum, looks around and takes a few steps into the hall.]
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_kein_eintrag#1;[Cut to the museum guard in the guard room.]
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_kein_eintrag#2;[The guard reads newspaper. He looks bored in the newspaper as the Arab comes in.]
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_betreten_verkleidung_kein_eintrag#5;[The Arab goes to the switch. The conversation between Arab and the guard starts.]
sequences_a19_eingangsbereich_seq_a19_eingangsbereich_wache_geht_zurueck#0;[The guard enters the guard room, sits down and begins to read again.]
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_wache_geht_zurueck_st_1_direction;annoyed mutters to himself
spokentexts_a19_eingangsbereich_seq_a19_eingangsbereich_wache_geht_zurueck_st_1;Saleté de chien, il est trop rapide...
texts_a19_haupthalle_ausgang_eingangsbereich_mo_leave_1;Monter
sequences_a19_haupthalle_ausgang_eingangsbereich_leave_1#1;[The Arab began to go up the stairs.]
texts_a19_haupthalle_charakter_schriftstellerin_mo_ex_1;Regarder Lady Westmacott
spokentexts_a19_haupthalle_charakter_schriftstellerin_ex_1_st_1;Mieux vaut ne pas l'approcher. Il y a toujours le risque que quelqu'un d'observateur ne me remarque.
spokentexts_a19_haupthalle_charakter_schriftstellerin_ex_1_st_2;Et je suis prêt à parier que cette dame est très observatrice.
texts_a19_haupthalle_plan_des_museums_mo_inventar_1;Plans du musée
spokentexts_a19_haupthalle_plan_des_museums_ex_1_st_1;Sur les plans secrets du musée figure une cave avec deux entrées juste sous la salle au trésor.
spokentexts_a19_haupthalle_plan_des_museums_ex_1_st_2;Une entrée est située dans le hall principal derrière la statue collée au mur.
spokentexts_a19_haupthalle_plan_des_museums_ex_1_st_3;La seconde est accessible par le toit et un grenier.
texts_a19_haupthalle_statue_imhotep_mo_use_1;Regarder sous la statue
spokentexts_a19_haupthalle_statue_imhotep_ex_1_st_1;Imhotep.
sequences_a19_haupthalle_statue_imhotep_use_1#2;[The Arab is looking around. Then he pushes the figur back slightly so that it can grab under the base of the figure, and takes a multiply folded plan.]
sequences_a19_haupthalle_statue_imhotep_use_1#3;[The Arab flips the statue back into place and looks around. He has not been observed.]
spokentexts_a19_haupthalle_statue_imhotep_use_1_st_2;C'est bon, j'ai les plans.
sequences_a19_haupthalle_statue_imhotep_use_1#5;[The Arab goes a few steps away from the statue, unfolds the plan , places it on a display case.]
spokentexts_a19_haupthalle_statue_imhotep_use_1_st_3;Et vu que je suis un ouvrier, rien de suspect à les étudier ici.
sequences_a19_haupthalle_statue_imhotep_use_1#7;[Cut. The camera shows from slightly down the Arab, as he carefully studied the plan.]
sequences_a19_haupthalle_statue_imhotep_use_1#8;[The Arab studies the plan, moves his fingers over it.]
spokentexts_a19_haupthalle_statue_imhotep_use_1_st_4;Voilà la salle au trésor. Il y a une autre pièce en dessous...
spokentexts_a19_haupthalle_statue_imhotep_use_1_st_5;Et l'entrée se trouve ici...
sequences_a19_haupthalle_statue_imhotep_use_1#11;[The Arab turns to the statue on the wall, estimates the distance.]
spokentexts_a19_haupthalle_statue_imhotep_use_1_st_6;Quelque part près de la statue.
sequences_a19_haupthalle_statue_imhotep_use_1#13;[The Arab turns back to the plan.]
spokentexts_a19_haupthalle_statue_imhotep_use_1_st_7;Et on dirait qu'il y a une autre entrée...
spokentexts_a19_haupthalle_statue_imhotep_use_1_st_8_direction;stern tone, slightly disguised voice
spokentexts_a19_haupthalle_statue_imhotep_use_1_st_8;Que faites-vous ici ?!
sequences_a19_haupthalle_statue_imhotep_use_1#16;[The Arab startled.]
sequences_a19_haupthalle_statue_imhotep_use_1#17;[Cut further away.]
sequences_a19_haupthalle_statue_imhotep_use_1#18;[The young woman stands in front of the Arab. The Arab is relaxing.]
spokentexts_a19_haupthalle_statue_imhotep_use_1_st_9_direction;It's you
spokentexts_a19_haupthalle_statue_imhotep_use_1_st_9;Ah. Ce n'est que toi.
sequences_a19_haupthalle_statue_imhotep_use_1#20;[The young woman looks around to see if she's not observed. Then she leans closer to the Arab.]
spokentexts_a19_haupthalle_statue_imhotep_use_1_st_10_direction;normal voice, curious
spokentexts_a19_haupthalle_statue_imhotep_use_1_st_10;Où en es-tu ? Et que s'est-il passé sur le navire ?
texts_a19_haupthalle_wand_mo_ex_1;Examiner la statue
texts_a19_haupthalle_wand_mo_ex_2a__2b;Examiner le mur
spokentexts_a19_haupthalle_wand_ex_1_st_1;L'entrée secrète de la cave doit se trouver derrière la statue...
spokentexts_a19_haupthalle_wand_ex_1_st_2;Elle est bien cachée... Dans le cas contraire, elle ne serait pas restée secrète pendant des décennies.
sequences_a19_haupthalle_wand_ex_2a#1;[The Arab goes closer to the statue, trying to find something, but don't find anything.]
spokentexts_a19_haupthalle_wand_ex_2a_st_1;Je ne vois rien. Pas de fissure, ni de poignée...
spokentexts_a19_haupthalle_wand_ex_2b_st_1;Je n'arriverai pas à ouvrir la porte de ce côté. Je vais essayer de passer par le toit, puis de descendre à la cave par les escaliers et tenter ma chance de l'intérieur.
texts_a19_seite_anhaengerkupplung_mo_ex_1;Examiner la boule d'attelage
texts_a19_seite_anhaengerkupplung_mo_take_1;Prendre la balle de tennis
spokentexts_a19_seite_anhaengerkupplung_ex_1_st_1;Une balle de tennis est fixée sur la boule d'attelage.
spokentexts_a19_seite_anhaengerkupplung_ex_1_st_2;Les gens font ça pour protéger la boule et leur pantalon contre la graisse.
sequences_a19_seite_anhaengerkupplung_take_1#1;[The Arab looks around, he kneels, then he grabs down and pulls the broken ball out of the coupling. Then he gets up and takes the ball.]
spokentexts_a19_seite_anhaengerkupplung_take_1_st_1;C'est bon.
texts_a19_seite_ausgang_aussen_mo_leave_1;Aller à l'entrée du musée
sequences_a19_seite_ausgang_aussen_leave_1#1;[The Arab left the side street, comes out in front of the museum.]
texts_a19_seite_draht_mo_inventar_1__2;Tige
spokentexts_a19_seite_draht_ex_1_st_1;Une tige de fer provenant de l'armature du parapluie. Elle le maintient ouvert en cas de vent.
spokentexts_a19_seite_draht_ex_2_st_1;Avec un peu d'imagination on pourrait dire que le bout tordu est un crochet...
texts_a19_seite_feuerleiter_mo_ex_1a__1b;Examiner l'échelle de secours
texts_a19_seite_feuerleiter_mo_leave_1;Grimper sur le toit
texts_a19_seite_feuerleiter_mo_use_1;Monter à l'échelle
texts_a19_seite_feuerleiter_mo_used_mit_draht;Faire descendre l'échelle de secours
spokentexts_a19_seite_feuerleiter_ex_1a_st_1;Intéressant... Une échelle de secours. Peut être que je peux accéder au musée par le toit ?
spokentexts_a19_seite_feuerleiter_ex_1a_st_2;L'entrée secrète vers un des greniers est là haut. L'échelle semble être le seul moyen de monter.
spokentexts_a19_seite_feuerleiter_ex_1b_st_1;Impossible d'atteindre l'échelle d'ici.
spokentexts_a19_seite_feuerleiter_ex_1b_st_2;Je suppose qu'ils pensent qu'en cas d'incendie les gens doivent finir le reste de la descente en tombant.
spokentexts_a19_seite_feuerleiter_ex_2_st_1;L'arrière du camion est juste ce qu'il me faut pour me rapprocher du dernier barreau.
sequences_a19_seite_feuerleiter_leave_1#3;[The Arab goes to the transporter, jumps on the Loadingplateau.]
sequences_a19_seite_feuerleiter_leave_1#4;[During the animation fade to black and then on the roof.]
sequences_a19_seite_feuerleiter_leave_1#6;[The Arab stands under the ladder, is looking up. Then he jumps up and holds on to the bottom rung.]
sequences_a19_seite_feuerleiter_leave_1#7;[During the animation fade to black and then on the roof.]
sequences_a19_seite_feuerleiter_use_1#3;[The Arab goes to the transporter, jumps on the Loadingplateau.]
sequences_a19_seite_feuerleiter_use_1#4;[The Arab stands under the ladder, is looking up. Then he jumps up and holds on to the bottom rung.]
spokentexts_a19_seite_feuerleiter_use_1_st_1_direction;Jumps to the ladderrung and holds on
spokentexts_a19_seite_feuerleiter_use_1_st_1;Hhpp !
sequences_a19_seite_feuerleiter_use_1#6;[The Arab pulls himself up two or three steps, then he can get the lowest level with the foot. He pushes himself away and is on the ladder.]
spokentexts_a19_seite_feuerleiter_use_1_st_2_direction;Effort in climbing
spokentexts_a19_seite_feuerleiter_use_1_st_2;Hrgh ! Hrrr !
sequences_a19_seite_feuerleiter_use_1#8;[He begins to climb the ladder.]
spokentexts_a19_seite_feuerleiter_used_mit_draht_st_1;On dirait qu'il est impossible de faire descendre l'échelle.
texts_a19_seite_muelltonne_mo_ex_1__2;Fouiller la poubelle
spokentexts_a19_seite_muelltonne_ex_1_st_1;Il faut que j'improvise si je veux accéder au musée...
sequences_a19_seite_muelltonne_ex_1#2;[The Arab is searching the garbage can, maybe takes out something, looks at it and throws it away. One or two other things he could move to the side.]
sequences_a19_seite_muelltonne_ex_1#3;[The Arab reflects and grabs into the bin. He pulls out a broken umbrella, opens it and holds it over his head. Umrella is somehow broken]
spokentexts_a19_seite_muelltonne_ex_1_st_2_direction;frustrated exhalation
spokentexts_a19_seite_muelltonne_ex_1_st_2;Aaahh.
sequences_a19_seite_muelltonne_ex_1#5;[The Arab closes the umbrella, places it somewhere visible beside the bin.]
spokentexts_a19_seite_muelltonne_ex_1_st_3;Rien.
spokentexts_a19_seite_muelltonne_ex_2_st_1;Jamais je n'aurais imaginé finir avec la tête dans les poubelles ! En plus je n'ai toujours rien trouvé.
texts_a19_seite_regenschirm_mo_ex;Observer le parapluie
spokentexts_a19_seite_regenschirm_ex_1_st_1;Ai-je besoin d'un parapluie au Caire ?
spokentexts_a19_seite_regenschirm_ex_1_st_2;Ou pourrait-il m'aider à accéder au musée ?
spokentexts_a19_seite_regenschirm_ex_1_st_3;Hmm.
sequences_a19_seite_regenschirm_ex_1#4;[The Arab take the umbrella in his hand, turns it. Finally, he makes a decision and pulls out one of the wires.]
spokentexts_a19_seite_regenschirm_ex_1_st_4;Une tige comme celle-ci pourrait m'être utile...
sequences_a19_seite_regenschirm_ex_1#6;[The Arab puts the umbrella back into the bin.]
sequences_a19_seite_regenschirm_ex_1#7;[Umbrella off. Bin too, as long it was not open already]
texts_a19_seite_tennisball_mo_inventar;Balle de tennis
texts_a19_seite_tennisball_mo_take_1;Prendre la balle de tennis
spokentexts_a19_seite_tennisball_ex_1_st_1;La balle de tennis est entaillée et l'intérieur est couvert de graisse. Personne ne jouera avec au tennis.
sequences_a19_seite_tennisball_take_1#1;[The Arab bows, picks up the ball, gets up and takes the ball.]
texts_a19_seite_transporter_mo_ex_1;Examiner le van
texts_a19_seite_transporter_mo_use_1__2;Pousser le van en arrière
texts_a19_seite_transporter_mo_use_3;Monter sur la plateforme
texts_a19_seite_transporter_mo_use_4;Descendre de la plateforme
spokentexts_a19_seite_transporter_ex_1_st_1;Je parie que les ouvriers ne sont pas loin. Si ce n'est dans le musée, quelque part dans les parages.
sequences_a19_seite_transporter_use_1#1;[The Arab is leaning against the car, trying to move it. Nothing happens. The Arab gives up.]
spokentexts_a19_seite_transporter_use_1_st_1;Non. Le frein à main est enclenché.
sequences_a19_seite_transporter_use_2#1;[The Arab is leaning against the car. With all his strength, he is able to move the car about two feet to the rear.]
spokentexts_a19_seite_transporter_use_2_st_1_direction;Effort in pushing
spokentexts_a19_seite_transporter_use_2_st_1;Hrrgm. Haarrg.
sequences_a19_seite_transporter_use_2#3;[The Arab lets go of the car and looks up to the ladder. He rubs his hands together in order to clean it.]
spokentexts_a19_seite_transporter_use_2_st_2_direction;satisfied
spokentexts_a19_seite_transporter_use_2_st_2;Ça devrait être bon.
sequences_a19_seite_transporter_use_3#1;[The Arab climbs on the loading area]
sequences_a19_seite_transporter_use_4#1;[The Arab climbs off the loading area]
texts_a19_seite_transportertuer_mo_ex_1;Examiner le van
texts_a19_seite_transportertuer_mo_ex_2;Examiner la porte du van
texts_a19_seite_transportertuer_mo_use_1;Ouvrir la porte
texts_a19_seite_transportertuer_mo_use_2;Fouiller le van
texts_a19_seite_transportertuer_mo_used_mit_draht_1__2;Ouvrir la porte avec la tige
spokentexts_a19_seite_transportertuer_ex_1_st_1;J'espère que son propriétaire ne va pas pointer son nez pendant que je trifouille le camion.
spokentexts_a19_seite_transportertuer_ex_1_st_2;Les ouvriers ne sont pas connus pour leur nature calme et sympathique.
spokentexts_a19_seite_transportertuer_ex_2_st_1;La porte est verrouillée et je ne veux pas briser la vitre. Quelqu'un pourrait entendre le bruit et appeler la police.
spokentexts_a19_seite_transportertuer_ex_3_st_1;La porte est entrouverte. Je peux monter dans le camion quand je le souhaite.
sequences_a19_seite_transportertuer_use_1#1;[The Arab tries to open the door. It's locked.]
spokentexts_a19_seite_transportertuer_use_1_st_1;Verrouillée.
sequences_a19_seite_transportertuer_use_2#1;[The Arab opens the door, leans on the driver's seat and looks inside.]
spokentexts_a19_seite_transportertuer_used_mit_draht_1_st_1;Hmm. Je devrais pouvoir atteindre le système de verrouillage avec la tige. Mais comment est-elle censée l'attraper ?
sequences_a19_seite_transportertuer_used_mit_draht_2#1;[The Arab pulls out the wire and put it emphasizes inconspicuously on the glass along the door seal. He leans against the car as he would be the there without a motive.]
sequences_a19_seite_transportertuer_used_mit_draht_2#2;[The Arab pushes the wire pushes further and further down and tries to feel something with the wire. Finally, he has it.]
sequences_a19_seite_transportertuer_used_mit_draht_2#3;[With a little push, the opener is activated and the door opens a piece. The Arab throws away satisfied the wire.]
spokentexts_a19_seite_transportertuer_used_mit_draht_2_st_1_direction;complacent
spokentexts_a19_seite_transportertuer_used_mit_draht_2_st_1;Un vrai touche-à-tout !
sequences_a19_seite_seq_a19_aussen_ankunft_araber#0;[The butler is at the transporter, wipes perhaps with a finger over it and looks at his dust-covered fingers. He's boring, he have to pass the time.]
sequences_a19_seite_seq_a19_aussen_ankunft_araber#1;[The Arab is coming more near. The butler looks up, puts himself in talk position. The Arab gets up in talk pose in front of him.]
spokentexts_a19_seite_seq_a19_aussen_ankunft_araber_st_1;Mr Jamal...Je suis heureux de vous voir par ici.
spokentexts_a19_seite_seq_a19_aussen_ankunft_araber_st_2;Allez droit au but.
spokentexts_a19_seite_seq_a19_aussen_ankunft_araber_st_3;Toujours en colère à cause du bon docteur ?
spokentexts_a19_seite_seq_a19_aussen_ankunft_araber_st_4;Vous me dégoûtez.
spokentexts_a19_seite_seq_a19_aussen_ankunft_araber_st_5_direction;'And I love you' emphasizes friendly
spokentexts_a19_seite_seq_a19_aussen_ankunft_araber_st_5;Vous serez débarrassé de moi dans moins de deux heures. Et moi de vous.
sequences_a19_seite_seq_a19_aussen_betreten_vom_dach#0;[The Arab is on the last rung of the ladder and let himself fall into the back of the van.]
sequences_a19_seite_seq_a19_aussen_betreten_vom_dach#1;[Immediately after, he jumps with one smooth motion of the platform to the ground. The whole thing is to go fast and but elegant]
sequences_a19_seite_seq_a19_aussen_verkleidung_angelegt#0;[The Arab now wears a overall. The hat is not on his head. Fade-in.]
sequences_a19_seite_seq_a19_aussen_verkleidung_angelegt#1;[Animaton: The Arab is behind the truck, where he changed his clothes. He stays with his cap in hand, is looking himself.]
spokentexts_a19_seite_seq_a19_aussen_verkleidung_angelegt_st_1;J'ai bien peur que le peintre ait abandonné sa salopette car il ne voulait pas porter des vêtements pleins de sueur toute la journée.
spokentexts_a19_seite_seq_a19_aussen_verkleidung_angelegt_st_2;Mais à quoi bon ? Je n'ai pas d'autre choix.
sequences_a19_seite_seq_a19_aussen_verkleidung_angelegt#4;[The Arab put the cap on his head.]
sequences_a19_seite_seq_a19_aussen_verkleidung_angelegt#5;[The Arab is from now on with the hat on his head.]
spokentexts_a19_seite_seq_a19_aussen_verkleidung_angelegt_st_3;Un beau garçon est toujours élégant. Et le déguisement fonctionne.
texts_a19_seite_transporter_ausgang_mo_leave_1;Retourner dans la rue
sequences_a19_seite_transporter_ausgang_leave_1#1;[The Arab gets up.]
texts_a19_seite_transporter_autoradio_mo_use_1;Allumer la radio
spokentexts_a19_seite_transporter_autoradio_ex_1_st_1;Une radio de qualité dans un camion ? On dirait que quelqu'un ne sait plus quoi faire de son argent.
sequences_a19_seite_transporter_autoradio_use_1#1;[The Arab turns on the radio.]
sequences_a19_seite_transporter_autoradio_use_1#2;[Music plays.]
spokentexts_a19_seite_transporter_autoradio_use_1_st_1_direction;hums with the music
spokentexts_a19_seite_transporter_autoradio_use_1_st_1;Hm-hm-ba-hmm-hum.
sequences_a19_seite_transporter_autoradio_use_1#4;[The Arab turns off the radio.]
texts_a19_seite_transporter_handbremse_mo_use_1;Relâcher le frein à main
texts_a19_seite_transporter_handbremse_mo_use_2;Enclencher le frein à main
spokentexts_a19_seite_transporter_handbremse_ex_1_st_1;Le frein à main est enclenché...
spokentexts_a19_seite_transporter_handbremse_ex_2__st_1;J'ai relâché le frein à main...
sequences_a19_seite_transporter_handbremse_use_1#1;[The Arab triggers the emergency brake.]
sequences_a19_seite_transporter_handbremse_use_2#1;[The Arab pulls the handbrake on.]
texts_a19_seite_transporter_latzhose_mo_ex_1;Fouiller le repose-pied
texts_a19_seite_transporter_latzhose_mo_use_1;Enfiler les habits du peintre
spokentexts_a19_seite_transporter_latzhose_ex_1_st_1;Qu'est-ce que c'est ?
sequences_a19_seite_transporter_latzhose_ex_1#2;[The Arab grabs down and lays trousers and cap on the passenger seat. He lifts a corner to view the trouser better.]
spokentexts_a19_seite_transporter_latzhose_ex_1_st_2_direction;whistling, sarcastic
spokentexts_a19_seite_transporter_latzhose_ex_1_st_2;Wow ! Super !
sequences_a19_seite_transporter_latzhose_ex_1#4;[The Arab let go of the pants, goes back into idle.]
spokentexts_a19_seite_transporter_latzhose_ex_2_st_1;Une salopette et une casquette, comme pour un peintre.
sequences_a19_seite_transporter_latzhose_use_1#1;[The Arab grabs his pants and gets up.]
sequences_a19_seite_transporter_latzhose_use_1#2;"[Fade out. Next on the side street, sequence ""Verkleidung_angelegt"".]"
texts_a19_wachstube_ausgang_eingangshalle_mo_leave_1-3;Sortir discrètement
sequences_a19_wachstube_ausgang_eingangshalle_leave_1#1;"[The Arab shakes his head. He points at the guard and shrugs his shoulders as if wants to say ""How can I sneak him past?""]"
sequences_a19_wachstube_ausgang_eingangshalle_leave_2#1;"[The Arab shakes his head. He points at the guard and shrugs his shoulders as if wants to say ""How can I sneak him past?""]"
sequences_a19_wachstube_ausgang_eingangshalle_leave_2#2;[But then the guard gets up surprising. The Arab withdrew his head and quietly peeks around the corner of the desk.]
sequences_a19_wachstube_ausgang_eingangshalle_leave_2#3;[The guard goes to the coffee machine, pours himself a cup. He takes a sip, slams the mug on the table and keeps his lips.]
spokentexts_a19_wachstube_ausgang_eingangshalle_leave_2_st_1_direction;angry, scared
spokentexts_a19_wachstube_ausgang_eingangshalle_leave_2_st_1;C'est quoi ce bordel ?!
spokentexts_a19_wachstube_ausgang_eingangshalle_leave_2_st_2_direction;outraged, it hurts
spokentexts_a19_wachstube_ausgang_eingangshalle_leave_2_st_2;Aaahrgh !
sequences_a19_wachstube_ausgang_eingangshalle_leave_2#6;[The guard is outraged that he has burned his lips, but don't know what to do against it. Finally, he left the guard station and in holds still his lips.]
spokentexts_a19_wachstube_ausgang_eingangshalle_leave_2_st_3;C'est le moment !
sequences_a19_wachstube_ausgang_eingangshalle_leave_2#8;[The Arab slips out of the station.]
sequences_a19_wachstube_ausgang_eingangshalle_leave_3#1;[The Arab looks around the corner of the desk, will wait for a good moment.]
sequences_a19_wachstube_ausgang_eingangshalle_leave_3#2;[The guard puts down the newspaper, fumbles around again on his lips.]
spokentexts_a19_wachstube_ausgang_eingangshalle_leave_3_st_1_direction;annoyed because it hurts
spokentexts_a19_wachstube_ausgang_eingangshalle_leave_3_st_1;Rrrr ! Ça me brûle encore !
sequences_a19_wachstube_ausgang_eingangshalle_leave_3#4;[The guard gets up and leaves the guard station.]
sequences_a19_wachstube_ausgang_eingangshalle_leave_3#5;[The Arab slips out of the station.]
texts_a19_wachstube_kaffeemaschine_mo_use;Trafiquer la machine à café
sequences_a19_wachstube_kaffeemaschine_use_1#1;[The Arab is sneaking to the coffee machine and turns a knob. Steam rises, he increased the temperature.]
sequences_a19_wachstube_kaffeemaschine_use_1#2;[The Arab is sneaking back into his hiding place.]
texts_a19_wachstube_klemmbrett_mo_use_1__2;Ecrire un nom sur la liste
texts_a19_wachstube_klemmbrett_mo_use_3;Ecrire le nom de l'entreprise sur la liste
sequences_a19_wachstube_klemmbrett_use_1#1;[The Arab sneaks gently behind the seat back of the guard.]
sequences_a19_wachstube_klemmbrett_use_1#2;[The Arab looks carefully, if the guard is not looking, and then scans with the hand after the clipboard.]
sequences_a19_wachstube_klemmbrett_use_1#3;[The Guard clears throat , shakes the newspaper. The Arab frozen.]
sequences_a19_wachstube_klemmbrett_use_1#4;[Then he gently pulls the board from the table and holds it in his hand.]
sequences_a19_wachstube_klemmbrett_use_2#1;[The Arab sneaks gently behind the seat back of the guard.]
sequences_a19_wachstube_klemmbrett_use_2#2;[The Arab looks carefully, if the guard is not looking, and then scans with the hand after the clipboard.]
sequences_a19_wachstube_klemmbrett_use_3#1;[The Arab sneaks gently behind the seat back of the guard.]
sequences_a19_wachstube_klemmbrett_use_3#2;[The Arab writes something at that clipboard.]
sequences_a19_wachstube_klemmbrett_use_3#3;[The Arab puts the clipboard back and sneaks back into its normal position.]
texts_a19_wachstube_schublade_mo_ex_1;Fouiller le tiroir
texts_a19_wachstube_schublade_mo_use_1;Ouvrir le tiroir
texts_a19_wachstube_schublade_mo_use_2;Fermer le tiroir
sequences_a19_wachstube_schublade_ex_1#1;[The Arab is looking in the drawer. He grabs in, holding up a ruler. He shakes his head and puts it back. ]
sequences_a19_wachstube_schublade_ex_1#2;"[He makes a ""nothing in it for me"" gesture.]"
sequences_a19_wachstube_schublade_use_1#1;[The Arab pulls the drawer slowly. A scraping noise appears. The Arab is freezing.]
sequences_a19_wachstube_schublade_use_1#2;[The guard looks up briefly looks behind him, but can not see anything and continues to read.]
sequences_a19_wachstube_schublade_use_1#3;[The Arab of opens the drawer a little further.]
sequences_a19_wachstube_schublade_use_2#1;[The Arab shakes his head and points to the Guard.]
sequences_a19_wachstube_seq_a19_wachstube_ankunft#1;[The Arab is coming crouched in the guard room, looks around. Behind him, the guard comes through the door. The Arab looks panicked for a solution and can hids himself under the desk.]
sequences_a19_wachstube_seq_a19_wachstube_ankunft#2;[Almost simultaneously enters the guard. He goes to the coffee machine, turns it on. Then he goes to the desk, sits down and takes the newspaper.]
sequences_a19_wachstube_seq_a19_wachstube_ankunft#3;[The guard now reads, he glances through the window somtimes an turns the page.]
sequences_a19_wachstube_seq_a19_wachstube_ankunft#5;[The Arab is coming crouched in the guard room. Behind him again comes the guard. Slightly annoyed the Arab slides under the desk.]
sequences_a19_wachstube_seq_a19_wachstube_ankunft#6;[The guard comes in, sits down on the chair and begins to read.]
texts_butler_top_a19_butler_arzt_tseq_title;Le meurtre du Docteur
spokentexts_butler_top_a19_butler_arzt_tseq_st_1;Y aura-t-il encore des morts ? Ici au musée ?
spokentexts_butler_top_a19_butler_arzt_tseq_st_2;Si vous suivez mes instructions, non.
spokentexts_butler_top_a19_butler_arzt_tseq_st_3;Si des gens se retrouvent en danger, j'annule tout.
spokentexts_butler_top_a19_butler_arzt_tseq_st_4;Je ne tue pas pour le plaisir mais seulement quand c'est nécessaire.
spokentexts_butler_top_a19_butler_arzt_tseq_st_5_direction;quietly
spokentexts_butler_top_a19_butler_arzt_tseq_st_5;Arrive-t-il vraiment que ce soit nécessaire ?
spokentexts_butler_top_a19_butler_arzt_tseq_st_6;Parfois.
spokentexts_butler_top_a19_butler_arzt_tseq_st_7;Pour se venger, par exemple, quand on a été trahi.
texts_butler_top_a19_butler_der_einbruch_tseq_title;Le cambriolage.
spokentexts_butler_top_a19_butler_der_einbruch_tseq_st_1;Et maintenant ?
spokentexts_butler_top_a19_butler_der_einbruch_tseq_st_2;Qu'en est-il de Legrand ?
spokentexts_butler_top_a19_butler_der_einbruch_tseq_st_3;Ma diversion a parfaitement fonctionné.
spokentexts_butler_top_a19_butler_der_einbruch_tseq_st_4;La presse a pris l'ambassade de France d'assaut et Legrand ne pourra pas leur échapper.
spokentexts_butler_top_a19_butler_der_einbruch_tseq_st_5;Il devrait arriver sous peu avec le coffre et ensuite il devra passer son après-midi à répondre aux questions stupides des journalistes.
spokentexts_butler_top_a19_butler_der_einbruch_tseq_st_6_direction;as statement
spokentexts_butler_top_a19_butler_der_einbruch_tseq_st_6;C'est pour cela que nous allons agir maintenant.
spokentexts_butler_top_a19_butler_der_einbruch_tseq_st_7;Regrettable mais nécessaire. J'aurais préféré faire une entrée triomphale pendant le gala de ce soir.
spokentexts_butler_top_a19_butler_der_einbruch_tseq_st_8;Mais oui, nous allons frapper dès que le coffre sera dans la salle au trésor et que Legrand sera parti.
texts_butler_top_a19_butler_keller_tseq_title;Cave
spokentexts_butler_top_a19_butler_keller_tseq_st_1;Quelle est la prochaine étape ?
spokentexts_butler_top_a19_butler_keller_tseq_st_2;Quelle est la prochaine étape après la cave ?
spokentexts_butler_top_a19_butler_keller_tseq_st_3;Vous verrez le moment venu.
spokentexts_butler_top_a19_butler_keller_tseq_st_4_direction;he realizes that he can not discuss it
spokentexts_butler_top_a19_butler_keller_tseq_st_4;Mais... Hmmrr.
texts_butler_top_a19_butler_mister_x_tseq_title;Monsieur X...
spokentexts_butler_top_a19_butler_mister_x_tseq_st_1_direction;slightly derogatory
spokentexts_butler_top_a19_butler_mister_x_tseq_st_1;Avez-vous... déjà rencontré votre Monsieur X ?
spokentexts_butler_top_a19_butler_mister_x_tseq_st_2_direction;affirmative
spokentexts_butler_top_a19_butler_mister_x_tseq_st_2;Il compte son enveloppe de billets non marqués en ce moment même. Il a placé les plans sous la statue d'Imhotep.
spokentexts_butler_top_a19_butler_mister_x_tseq_st_3;Des plans ?
spokentexts_butler_top_a19_butler_mister_x_tseq_st_4;Un croquis du musée. Mais pas le genre que l'on peut trouver n'importe où.
spokentexts_butler_top_a19_butler_mister_x_tseq_st_5;Celui-ci montre les entrées secrètes, les caves et les greniers que la résistance a utilisé pendant la guerre.
spokentexts_butler_top_a19_butler_mister_x_tseq_st_6;C'était donc ça.
spokentexts_butler_top_a19_butler_mister_x_tseq_st_7;Récupérez les plans. Il y a une cave sous la salle au trésor. L'entrée devrait figurer sur les plans.
spokentexts_butler_top_a19_butler_mister_x_tseq_st_8;Ouvrez la et faites moi signe.
texts_butler_top_a19_butler_verabschieden_tseq_title;Dire au revoir
spokentexts_butler_top_a19_butler_verabschieden_tseq_st_1_direction;unsatisfied with the situation
spokentexts_butler_top_a19_butler_verabschieden_tseq_st_1;Très bien, je vais aller voir Imhotep et on se retrouve dans la cave.
spokentexts_butler_top_a19_butler_verabschieden_tseq_st_2;Gentil singe !
sequences_butler_top_a19_butler_verabschieden_tseq#2;[The butler has already made the first one or two steps, and remains standing as he looks again at the Arab. The Arab turns to him.]
spokentexts_butler_top_a19_butler_verabschieden_tseq_st_3;Oh, tant que j'y pense, le musée est fermé au public jusqu'à demain.
spokentexts_butler_top_a19_butler_verabschieden_tseq_st_4;Mais comment...?
