characters_araber;Araber
spokentexts_butler_top_a18_butler_alles_vorbei_antwort1_tseq_st_2;Why not? He's a bastard, his death will help us and he's a witness. If we let him go, we'll both go to jail.
spokentexts_butler_top_a18_butler_alles_vorbei_antwort1_tseq_st_3;All the same, we're not going to kill him.
spokentexts_butler_top_a18_butler_alles_vorbei_antwort1_tseq_st_4;YOU got us into this situation!
spokentexts_butler_top_a18_butler_alles_vorbei_antwort1_tseq_st_5;And as long as I'm alive, I won't let any one be killed in my presence!
spokentexts_butler_top_a18_butler_alles_vorbei_antwort1_tseq_st_6_direction;threatening
spokentexts_butler_top_a18_butler_alles_vorbei_antwort1_tseq_st_6;No?
sequences_butler_top_a18_butler_alles_vorbei_antwort1_tseq#7;[The butler turns to the Arab, keeps him the gun under his chin (idle).]
texts_butler_top_a18_butler_alles_vorbei_antwort2_tseq_title;No alternative
spokentexts_butler_top_a18_butler_alles_vorbei_antwort2_tseq_st_1;We have no alternative. He's a witness and we'll both wind up in prison if we let him go.
sequences_butler_top_a18_butler_alles_vorbei_antwort2_tseq#1;[The Butler looks at the Arab.]
spokentexts_butler_top_a18_butler_alles_vorbei_antwort2_tseq_st_2;I didn't expect such clear thinking from you!
spokentexts_butler_top_a18_butler_alles_vorbei_antwort2_tseq_st_4_direction;annoyed, uncomprehending
spokentexts_butler_top_a18_butler_alles_vorbei_antwort2_tseq_st_4;Here we go again!
sequences_butler_top_a18_butler_alles_vorbei_antwort2_tseq#8;[The butler turns to the Arab, keeps him the gun under his chin (idle).]
texts_butler_top_a18_butler_erschiessen_antwort1_tseq_title;Can't kill both of them
spokentexts_butler_top_a18_butler_erschiessen_antwort1_tseq_st_1;You can't kill both of us!
sequences_butler_top_a18_butler_erschiessen_antwort1_tseq#1;"[The butler thinks , then he moved the gun to the doctor and makes ""Bang!"", then back to the Arab and again ""Peng"". He then holds his gun back under his chin.]"
spokentexts_butler_top_a18_butler_erschiessen_antwort1_tseq_st_2;Oh, I think you'll find I can.
texts_butler_top_a18_butler_erschiessen_antwort2_tseq_title;He still needs me
spokentexts_butler_top_a18_butler_erschiessen_antwort2_tseq_st_1;You can't kill me. You still need me.
texts_butler_top_a18_butler_erschiessen_antwort3_tseq_title;Just try it!
spokentexts_butler_top_a18_butler_erschiessen_antwort3_tseq_st_1;Just try it!
spokentexts_butler_top_a18_butler_erschiessen_antwort3_tseq_st_2;A rough and tumble struggle for the gun? Not my style.
spokentexts_butler_top_a18_butler_erschiessen_antwort3_tseq_st_3;You can't afford to kill me. You still need me!
texts_butler_top_a18_butler_keine_frage_antwort1_tseq_title;Apologize
spokentexts_butler_top_a18_butler_keine_frage_antwort1_tseq_st_1;I'm sorry. I'm your man but...
spokentexts_butler_top_a18_butler_keine_frage_antwort1_tseq_st_2;Are you really?
texts_butler_top_a18_butler_keine_frage_antwort2_tseq_title;No dead people
spokentexts_butler_top_a18_butler_keine_frage_antwort2_tseq_st_1;I don't want any dead bodies.
spokentexts_butler_top_a18_butler_keine_frage_antwort2_tseq_st_2;I am indeed.
spokentexts_butler_top_a18_butler_keine_frage_antwort2_tseq_st_3;But I don't want any dead bodies.
spokentexts_butler_top_a18_butler_keine_frage_antwort2_tseq_st_4;The same old story.
spokentexts_butler_top_a18_butler_keine_frage_antwort2_tseq_st_5;You want success but you don't want to get your hands dirty.
spokentexts_butler_top_a18_butler_keine_frage_antwort2_tseq_st_6;Isn't the Raven famous for that?
spokentexts_butler_top_a18_butler_keine_frage_antwort2_tseq_st_7;I do what's necessary.
sequences_butler_top_a18_butler_keine_frage_antwort2_tseq#9;"[Next sequence with ""gun"" on the front deck.]"
texts_butler_top_a18_butler_keine_frage_antwort3_tseq_title;What's the point
spokentexts_butler_top_a18_butler_keine_frage_antwort3_tseq_st_1;I don't want any dead bodies.
spokentexts_butler_top_a18_butler_keine_frage_antwort3_tseq_st_2;I am indeed.
spokentexts_butler_top_a18_butler_keine_frage_antwort3_tseq_st_3;But I don't understand why you're doing this!
spokentexts_butler_top_a18_butler_keine_frage_antwort3_tseq_st_4;You don't have to. Watch and learn.
sequences_butler_top_a18_butler_keine_frage_antwort3_tseq#6;"[Next with sequence ""pistol"" on the front deck.]"
