characters_araber;Araber
spokentexts_a16_kabine_frau_bett_ex_1_st_4;*ronflement*
spokentexts_a16_kabine_frau_bett_ex_2_st_1;Papa n'était pas du tout content quand je l'ai ramenée à la maison.
spokentexts_a16_kabine_frau_bett_ex_2_st_2;Mais je ne pense qu'il n'aurait été satisfait avec qui que ce soit.
texts_a16_kabine_frau_halskette_mo_inventar_1__2;Collier
texts_a16_kabine_frau_halskette_mo_used_mit_salatzange_1;Combiner le collier avec les pinces à salade
spokentexts_a16_kabine_frau_tasche_ex_1_st_2;J'ai eu ce collier de mon père. Il est censé me rappeler que l'argent n'est pas la chose la plus importante dans la vie.
spokentexts_a16_kabine_frau_tasche_ex_1_st_3_direction;quoting
spokentexts_a16_kabine_frau_tasche_ex_1_st_3;"""Si tout ce qui te reste est ce penny, ainsi que ta famille et tes amis, alors tu es une jeune fille très riche,"" qu'il me disait."
spokentexts_a16_kabine_frau_halskette_ex_2_st_1;Je réparerais le collier. Mais cela peut attendre jusqu'à ce soir.
spokentexts_a16_kabine_frau_halskette_used_mit_salatzange_1_st_1;Hmm... Je pourrais coincer le penny et faire une sorte de tournevis improvisé... Pourquoi pas ?
sequences_a16_kabine_frau_halskette_used_mit_salatzange_1#2;[From now on the necklace has a new Icon (without penny) and the penny sits in the middle of the salad tongs (see there).]
texts_a16_kabine_frau_handtasche_mo_ex_1__2;Examiner le sac à main
spokentexts_a16_kabine_frau_handtasche_ex_1_st_1;Sacs à main, robes et talons hauts sont la raison pour laquelle il n'y a pas beaucoup voleuses.
spokentexts_a16_kabine_frau_handtasche_ex_1_st_2;Ils sont tous incroyablement peu pratique si vous voulez monter quelque part.
spokentexts_a16_kabine_frau_handtasche_ex_2_st_1;Il y a rien d'intéressant dans le sac à main. Je vais le laisser ici.
texts_a16_kabine_frau_penny_mo_inventar_1;Penny
texts_a16_kabine_frau_penny_mo_used_mit_salatzange_1;Combiner le penny avec les pinces à salade
spokentexts_a16_oberdeck_lueftungsschacht_used_mit_halskette_1_st_3;Le penny s'intègre parfaitement dans la fente de la vis. Mais mes doigts ne sont pas assez forts pour la dévisser.
spokentexts_a16_kabine_frau_penny_used_mit_salatzange_1_st_1;C'est ça ! Je ne peux coincer le penny dedans et créer un tournevis !
sequences_a16_kabine_frau_penny_used_mit_salatzange_1#2;[From now on the necklace has a new Icon (without penny) and the penny sits in the middle of the salad tongs (see there).]
texts_a16_kabine_frau_tasche_mo_ex_1;Fouiller la valise
texts_a16_kabine_frau_tasche_mo_ex_2;Examiner la valise
sequences_a16_kabine_frau_tasche_ex_1#1;[The woman goes to the bag, kneels down, opens the zip, looks inside and remains kneeling (Idle).]
spokentexts_a16_kabine_frau_tasche_ex_1_st_1;Normalement, je n'emporte pas autant de choses. Mais cela aurait été suspect si je venais à bord avec rien d'autre qu'un sac à dos tout en prétendant être la fille d'une riche famille.
sequences_a16_kabine_frau_tasche_ex_1#3;[The woman sifts through the bag, takes out a small case and opens is. She looks inside. (Idle).]
sequences_a16_kabine_frau_tasche_ex_1#6;[The woman takes the necklace out of the case, puts the case back into her bag and stands up.]
spokentexts_a16_kabine_frau_tasche_ex_1_st_4;Je le prends avec moi. Ça va me porter chance.
spokentexts_a16_kabine_frau_tasche_ex_2_st_1;J'essaie toujours d'emporter le moins d'objets personnels que possible.
spokentexts_a16_kabine_frau_tasche_ex_2_st_2;Si jamais mes effets personnels étaient fouillés, ils ne pourraient pas révéler ma véritable identité.
texts_a16_kabine_frau_triplette_mo_inventar_1;Faux bijou
spokentexts_a16_kabine_frau_triplette_ex_1_st_1;Je n'ai aucune idée d'où Inch a fait faire ce faux bijou. Mais il est incroyable !
spokentexts_a16_kabine_frau_triplette_ex_1_st_2;Même quelqu'un avec autant d'expérience que moi, doit y regarder à deux fois avant de réaliser que c'est un faux.
texts_a16_kabine_junge_frau_hutschachtel_mo_ex_1;Examiner la boîte à chapeau
spokentexts_a16_kabine_junge_frau_hutschachtel_ex_1_st_1;Je n'aime pas vraiment porter des chapeaux, mais ils cadrent avec le rôle.
spokentexts_a16_kabine_junge_frau_hutschachtel_ex_1_st_2;"Et je dois admettre que la journée à Londres lorsque nous avons fait du shopping pour ""Patricia Mayers"" était très plaisante."
texts_a16_kabine_junge_frau_spiegel_mo_ex_1;Regarder dans le miroir
sequences_a16_kabine_junge_frau_spiegel_ex_1#1;[Young woman gets in position in front of the mirror.]
spokentexts_a16_kabine_junge_frau_spiegel_ex_1_st_1_direction;motiviert
spokentexts_a16_kabine_junge_frau_spiegel_ex_1_st_1;OK alors. Je suis Patricia Mayers. Jeune, jolie et désemparés.
spokentexts_a16_kabine_junge_frau_spiegel_ex_1_st_2_direction;eindringlich
spokentexts_a16_kabine_junge_frau_spiegel_ex_1_st_2;Je suis Patricia Mayers.
sequences_a16_kabine_frau_seq_a16_kabine_frau_erstmalig_betreten#0;[Die Frau kommt rein, schließt die Tür hinter sich. Dann entdeckt sie ihren schlafenden Freund und stellt sich normal hin.]
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_erstmalig_betreten_st_1;Il a ce talent d'être capable de dormir n'importe où, n'importe quand.
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_erstmalig_betreten_st_2;Une fois, il s'est endormi sur un téléphérique et ne s'est réveillé qu'après avoir fait le tour de la montagne et redescendu à la station.
sequences_a16_kabine_frau_seq_a16_kabine_frau_erstmalig_betreten_nach_geheimfach#0;[The woman enters the cabin and closes the door. Then she sees her sleeping boyfriend and stands normal.]
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_erstmalig_betreten_nach_geheimfach_st_1_direction;loud
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_erstmalig_betreten_nach_geheimfach_st_1;Adil ?
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_erstmalig_betreten_nach_geheimfach_st_2_direction;from the shower
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_erstmalig_betreten_nach_geheimfach_st_2;Sous la douche !
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_erstmalig_betreten_nach_geheimfach_st_3_direction;loud
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_erstmalig_betreten_nach_geheimfach_st_3;J'ai trouvé le compartiment secret !
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_erstmalig_betreten_nach_geheimfach_st_4_direction;from the shower
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_erstmalig_betreten_nach_geheimfach_st_4;Fantastique ! Et le bijou ?
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_erstmalig_betreten_nach_geheimfach_st_5_direction;loud
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_erstmalig_betreten_nach_geheimfach_st_5;J'y travaille.
sequences_a16_kabine_frau_seq_a16_kabine_frau_start_des_abschnitts#0;[You see the ship from outside, it is bright. Then a fade to the night version of the ship. Text: A little while later...]
sequences_a16_kabine_frau_seq_a16_kabine_frau_start_des_abschnitts#1;[Cut to the woman's cabin, shot to the bed.]
sequences_a16_kabine_frau_seq_a16_kabine_frau_start_des_abschnitts#2;[The young woman sits on the edge of the bed, putting on her earrings (Idle). The shirtless Arabian lays under the cover behind her and looks at her. They are talking to each other (Idle).]
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_start_des_abschnitts_st_1;Inch m'inquiète.
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_start_des_abschnitts_st_2;Il a montré de quoi il est capable. Et s'il découvre notre plan ?
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_start_des_abschnitts_st_3;Comment pourrait-il? Nous faisons tellement attention.
sequences_a16_kabine_frau_seq_a16_kabine_frau_start_des_abschnitts#6;[The woman has put on her earrings, and now sits a bit crumpled on the bed (Idle).]
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_start_des_abschnitts_st_4_direction;grim
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_start_des_abschnitts_st_4;Il est plus impitoyable que nous le pensions.
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_start_des_abschnitts_st_5;La bombe dans le train... Je ne n'arrête pas d'y penser.
sequences_a16_kabine_frau_seq_a16_kabine_frau_start_des_abschnitts#9;[The Arabian lays his hand soothingly on her back.]
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_start_des_abschnitts_st_6;Nous devons faire en sorte de rester calme.
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_start_des_abschnitts_st_7_direction;a bit upset
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_start_des_abschnitts_st_7;Tu veux dire que je dois rester calme ?
sequences_a16_kabine_frau_seq_a16_kabine_frau_start_des_abschnitts#12;[The woman stands up, gets in the normal position in front of the bed. The Arabian pulls his hand back, stays in the bed and looks at her.]
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_start_des_abschnitts_st_8_direction;Tenderly cheering
spokentexts_a16_kabine_frau_seq_a16_kabine_frau_start_des_abschnitts_st_8;Je ne suis pas inquiet pour toi. Je te connais.
texts_a16_nebendeck_ausgang_hinterdeck_mo_leave_1;Aller à l'arrière
sequences_a16_nebendeck_ausgang_hinterdeck_leave_1#1;[The young woman heads to the afterdeck.]
texts_a16_nebendeck_ausgang_oberdeck_mo_leave_1;Monter à l'étage
sequences_a16_nebendeck_ausgang_oberdeck_leave_1#1;[The woman begins to go upstairs to the upper deck.]
texts_a16_nebendeck_ausgang_treppensaal_mo_leave_1;Entrer dans le navire
sequences_a16_nebendeck_ausgang_treppensaal_leave_1#1;[The young woman goes onto the landing.]
texts_a16_nebendeck_ausgang_vorderdeck_mo_leave_1;Aller vers le gaillard
sequences_a16_nebendeck_ausgang_vorderdeck_leave_1#1;[The young woman heads to the forecastle.]
texts_a16_nebendeck_gangway_mo_ex_1;Examiner la passerelle
spokentexts_a16_nebendeck_gangway_ex_1_st_1;On a presque l'impression qu'il a été placé ici pendant sa conception.
spokentexts_a16_nebendeck_gangway_ex_1_st_2;Je suppose que le Lydia mouille régulièrement dans les ports qui n'ont pas leurs propres passerelles.
spokentexts_a16_nebendeck_gangway_ex_1_st_3;Et plutôt que de faire monter les passagers par des échelles, ils ont opté pour la moins belle alternative.
sequences_a16_nebendeck_seq_a16_nebendeck_araber_wird_abgefuehrt#0;[The guardsman and the Arabian go downstairs and head to the forecastle.]
spokentexts_a16_nebendeck_seq_a16_nebendeck_araber_wird_abgefuehrt_st_1_direction;accent
spokentexts_a16_nebendeck_seq_a16_nebendeck_araber_wird_abgefuehrt_st_1;Qu'est-ce qu'il y a ?
spokentexts_a16_nebendeck_seq_a16_nebendeck_araber_wird_abgefuehrt_st_2_direction;accent
spokentexts_a16_nebendeck_seq_a16_nebendeck_araber_wird_abgefuehrt_st_2;Moi rien fait !
spokentexts_a16_nebendeck_seq_a16_nebendeck_araber_wird_abgefuehrt_st_3;L'inspecteur Legrand pense le contraire ! Allez !
spokentexts_a16_nebendeck_seq_a16_nebendeck_araber_wird_abgefuehrt_st_4_direction;accent
spokentexts_a16_nebendeck_seq_a16_nebendeck_araber_wird_abgefuehrt_st_4;Mais je dois...
sequences_a16_nebendeck_seq_a16_nebendeck_araber_wird_abgefuehrt#5;[Both freeze. A shot was heard.]
spokentexts_a16_nebendeck_seq_a16_nebendeck_araber_wird_abgefuehrt_st_5;Coup de feu !
spokentexts_a16_nebendeck_seq_a16_nebendeck_araber_wird_abgefuehrt_st_6;Je sais !
spokentexts_a16_nebendeck_seq_a16_nebendeck_araber_wird_abgefuehrt_st_7_direction;in a hurry
spokentexts_a16_nebendeck_seq_a16_nebendeck_araber_wird_abgefuehrt_st_7;Allez ! Dans la cellule !
sequences_a16_nebendeck_seq_a16_nebendeck_araber_wird_abgefuehrt#9;[The guardsman pushes the Arabian forward.]
spokentexts_a16_nebendeck_seq_a16_nebendeck_araber_wird_abgefuehrt_st_8;Aie !
sequences_a16_nebendeck_seq_a16_nebendeck_betreten_aus_richtung_oberdeck#0;[The young woman walks down the last steps, maybe jumps down the last two steps, or the like. Then takes up the normal position again.]
texts_a16_oberdeck_ausgang_treppe_mo_leave_1;Aller en bas
sequences_a16_oberdeck_ausgang_treppe_leave_1#1;[The young woman begins to go downstairs.]
texts_a16_oberdeck_fahne_mo_ex_1;Examiner le drapeau
texts_a16_oberdeck_fahne_mo_take_1;Prendre le mât
spokentexts_a16_oberdeck_fahne_ex_1_st_1;J'ai aucune idée du genre de drapeau que c'est. Mais le mât auquel il est attaché pourrait être très utile.
spokentexts_a16_oberdeck_fahne_ex_1_st_2;80cm de long et il semble assez solide !
sequences_a16_oberdeck_fahne_take_1#1;[The woman takes the pole out of the holder, removes the flag and throws it carelessly into the lifeboat.]
sequences_a16_oberdeck_fahne_take_1#2;[She looks at the pole, maybe whirls it for a moment through the air.]
spokentexts_a16_oberdeck_fahne_take_1_st_1;Certes, il est solide. Mais il est trop lourd à transporter.
sequences_a16_oberdeck_fahne_take_1#4;[The woman places the pole next to the funnel.]
texts_a16_oberdeck_holzstab_mo_use_1;Utiliser la mât avec...
texts_a16_oberdeck_holzstab_mo_used_mit_badetuch_1__2;Attacher la serviette de bain autour du mât en bois
spokentexts_a16_oberdeck_holzstab_ex_1_st_1;Quelque chose me dit que ce sera très utile. Je ne sais pas encore pour quoi.
spokentexts_a16_oberdeck_holzstab_ex_2_st_1;Je pourrais peut-être l'utiliser plus tard...
spokentexts_a16_oberdeck_holzstab_ex_3_st_1;Je peux l'utiliser pour entrer dans la cabine et plus important encore, pour en sortir !
spokentexts_a16_oberdeck_holzstab_used_mit_badetuch_1_st_1;OK. Voyons ça...
sequences_a16_oberdeck_holzstab_used_mit_badetuch_1#2;[The woman takes off the bath towel and ties it to the pole. Then she puts the pole back in its place.]
spokentexts_a16_oberdeck_holzstab_used_mit_badetuch_2_st_1;Hmm. Je pourrais attacher la serviette de bain autour du mât, mettre le mât en travers du conduit de ventilation et descendre avec l'aide de la serviette.
spokentexts_a16_oberdeck_holzstab_used_mit_badetuch_2_st_2;On dirait bien un plan !
sequences_a16_oberdeck_holzstab_used_mit_badetuch_2#3;[The woman takes off the bath towel and ties it to the pole. Then she puts the pole back in its place.]
texts_a16_oberdeck_lueftungsschacht_mo_ex_1__2;Examiner le conduit de ventilation
texts_a16_oberdeck_lueftungsschacht_mo_used_mit_halskette_1;Dévisser la grille avec le penny
texts_a16_oberdeck_lueftungsschacht_mo_used_mit_holzstab_1;Casser la grille
texts_a16_oberdeck_lueftungsschacht_mo_used_mit_holzstab_2__3;Grimper dans le conduit d'aération
texts_a16_oberdeck_lueftungsschacht_mo_used_mit_salatzange_1;Dévissez la grille
spokentexts_a16_oberdeck_lueftungsschacht_ex_1_st_1_direction;interested
spokentexts_a16_oberdeck_lueftungsschacht_ex_1_st_1;Hmm...
spokentexts_a16_oberdeck_lueftungsschacht_ex_1_st_2;Un classique !
spokentexts_a16_oberdeck_lueftungsschacht_ex_1_st_3;Le voleur pénètre par le conduit d'aération... Ça peut pas être aussi facile ?
sequences_a16_oberdeck_lueftungsschacht_ex_1#4;[The woman tries to remove the grid from the funnel but it is screwed on tightly.]
spokentexts_a16_oberdeck_lueftungsschacht_ex_1_st_4_direction;I knew it
spokentexts_a16_oberdeck_lueftungsschacht_ex_1_st_4;Non, c'est pas possible. La grille est vissée.
sequences_a16_oberdeck_lueftungsschacht_ex_2#1;[The woman places her hand on the wall next to the funnel, takes a closer look (Idle).]
sequences_a16_oberdeck_lueftungsschacht_ex_2#2;[Cut. In a close-up you see the slotted-head screws which fix the cover.]
spokentexts_a16_oberdeck_lueftungsschacht_ex_2_st_1;Toutes les cabines de première classe ont leur propre ventilation. Ce conduit est mon meilleur moyen d'entrer.
spokentexts_a16_oberdeck_lueftungsschacht_ex_2_st_2;Mais malheureusement, le couvercle est vissé.
sequences_a16_oberdeck_lueftungsschacht_ex_2#5;[The woman pushes herself away from the wall, stands normal again.]
sequences_a16_oberdeck_lueftungsschacht_ex_2#6;[Cut back to the normal view.]
spokentexts_a16_oberdeck_lueftungsschacht_leave_1_st_1;Je ne suis pas une chochotte. Mais s'il y a un rat qui m'attend, j'annule tout !
sequences_a16_oberdeck_lueftungsschacht_leave_1#4;[The woman takes the pole with the bath towel and climbs gracefully into the funnel.]
sequences_a16_oberdeck_lueftungsschacht_leave_1#6;[The woman gracefully climbs into the funnel.]
sequences_a16_oberdeck_lueftungsschacht_leave_2#3;[The woman takes the pole with the bath towel and climbs gracefully into the funnel.]
sequences_a16_oberdeck_lueftungsschacht_leave_2#4;[Continues in the cabin of the baroness, funnel-shot.]
spokentexts_a16_oberdeck_lueftungsschacht_leave_2_st_1;Je n'ai pas encore trouvé de moyen pour retourner dans le conduit de ventilation depuis la cabine.
spokentexts_a16_oberdeck_lueftungsschacht_leave_2_st_2;J'ai besoin de quelque chose comme une corde, quelque chose qui puisse se glisser dans le conduit.
sequences_a16_oberdeck_lueftungsschacht_leave_3#1;[The woman gracefully climbs into the funnel.]
sequences_a16_oberdeck_lueftungsschacht_leave_3#2;"[Continues with the sequence ""cabin_baroness_enter"" (the funnel-location is skipped from now on).]"
spokentexts_a16_oberdeck_lueftungsschacht_leave_4_st_1;Non, ça n'aurait pas de sens, tant que je ne connais pas au moins trois des symboles. Et je ne trouverais pas la solution à l'intérieur.
sequences_a16_oberdeck_lueftungsschacht_leave_5#11;[The woman climbs into the funnel.]
sequences_a16_oberdeck_lueftungsschacht_leave_5#12;"[Continues in the cabin of the baroness, sequence ""corpse found"".]"
spokentexts_a16_oberdeck_lueftungsschacht_used_mit_halskette_1_st_1;Le penny pourrait être de la bonne taille...
sequences_a16_oberdeck_lueftungsschacht_used_mit_halskette_1#2;[The woman takes out the necklace, fiddles with it. She pockets the necklace again, has the penny in her hand.]
sequences_a16_oberdeck_lueftungsschacht_used_mit_halskette_1#3;[From now on the necklace appears in the inventory without the penny.]
sequences_a16_oberdeck_lueftungsschacht_used_mit_halskette_1#4;[The woman places her hand on the wall next to the funnel, takes a closer look (Idle).]
sequences_a16_oberdeck_lueftungsschacht_used_mit_halskette_1#5;[Cut. In a close-up you see the slotted-head screws which fix the cover.]
sequences_a16_oberdeck_lueftungsschacht_used_mit_halskette_1#6;[The woman sticks the penny into the groove and tries to turn it. First with one hand, then with both hands. It doesn't move.]
spokentexts_a16_oberdeck_lueftungsschacht_used_mit_halskette_1_st_2_direction;effort
spokentexts_a16_oberdeck_lueftungsschacht_used_mit_halskette_1_st_2;Hmmgh !
sequences_a16_oberdeck_lueftungsschacht_used_mit_halskette_1#8;[Cut back into the normal view.]
sequences_a16_oberdeck_lueftungsschacht_used_mit_halskette_1#9;[The woman pushes herself away from the wall, pockets the penny and stands there normal again.]
spokentexts_a16_oberdeck_lueftungsschacht_used_mit_holzstab_1_st_1;Non... Il n'y a pas de trou pour mettre le mât. je ne peux pas forcer la grille.
spokentexts_a16_oberdeck_lueftungsschacht_used_mit_holzstab_2_st_1;Le mât seul ne suffira pas à m'aider pour entrer là-dedans.
spokentexts_a16_oberdeck_lueftungsschacht_used_mit_holzstab_3_st_1;C'est parti.
sequences_a16_oberdeck_lueftungsschacht_used_mit_holzstab_3#2;[The woman takes the pole with the bath towel and climbs gracefully into the funnel.]
spokentexts_a16_oberdeck_lueftungsschacht_used_mit_penny_1_st_1;Non, je ne peux pas tourner le penny avec mes mains. Je ne n'arrive qu'a le saisir avec deux doigts, ce n'est pas assez !
spokentexts_a16_oberdeck_lueftungsschacht_used_mit_salatzange_1_st_1;Très bien.
sequences_a16_oberdeck_lueftungsschacht_used_mit_salatzange_1#2;[The young woman takes the salad tongs and the penny out of her bag, fixes the penny and places it carefully on the screw.]
sequences_a16_oberdeck_lueftungsschacht_used_mit_salatzange_1#3;[Cut to close-up.]
sequences_a16_oberdeck_lueftungsschacht_used_mit_salatzange_1#4;[One hand on the left, the other hand on the right of the salad tongs she is unscrewing the grid of the funnel and with it removing the screws. She changes her grip, continues unscrewing.]
sequences_a16_oberdeck_lueftungsschacht_used_mit_salatzange_1#5;[Because it's easier now, she removes the tongs (they have disappeared) and continues to release the screws with her fingers.]
sequences_a16_oberdeck_lueftungsschacht_used_mit_salatzange_1#6;[Cut back.]
spokentexts_a16_oberdeck_lueftungsschacht_used_mit_salatzange_1_st_2;Ça y est !
sequences_a16_oberdeck_lueftungsschacht_used_mit_salatzange_1#8;[The hatch opens like a door and can be opened up to the wall.]
spokentexts_a16_oberdeck_lueftungsschacht_used_mit_salatzange_1_st_3;J'espère simplement que c'est le bon conduit !
texts_a16_oberdeck_tuer_mo_ex_1__2;Examiner la porte
spokentexts_a16_oberdeck_tuer_ex_1_st_1;Deux beaux marins se tiennent autour d'une table et étudient une carte marine.
spokentexts_a16_oberdeck_tuer_ex_1_st_2;C'est une bonne chose qu'ils soient occupés - je peux jeter un coup d'oeil sans être dérangée.
spokentexts_a16_oberdeck_tuer_ex_2_st_1;Si quelqu'un quitte le pont, je pourrais faire semblant d'observer les étoiles.
spokentexts_a16_oberdeck_tuer_ex_2_st_2;Et si cela ne fonctionne pas, je lui ferais du charme.
sequences_a16_oberdeck_seq_a07_oberdeck_betreten#0;[The young woman walks up the last few stairs and stands normal again]
sequences_a16_oberdeck_seq_a07_oberdeck_ende_des_abschnitts#0;[You see the scene from the observer's view in his hiding place.]
sequences_a16_oberdeck_seq_a07_oberdeck_ende_des_abschnitts#1;[You can hear a muted shot.]
sequences_a16_oberdeck_seq_a07_oberdeck_ende_des_abschnitts#2;[Ohi and the inspector cringe.]
spokentexts_a16_oberdeck_seq_a07_oberdeck_ende_des_abschnitts_st_1;Qu'est-ce que c'était ?
spokentexts_a16_oberdeck_seq_a07_oberdeck_ende_des_abschnitts_st_2;Un coup de feu !
spokentexts_a16_oberdeck_seq_a07_oberdeck_ende_des_abschnitts_st_3;Ça venait d'une des cabines !
sequences_a16_oberdeck_seq_a07_oberdeck_ende_des_abschnitts#6;[The doctor and the inspector start to run. Ohi also turns around in a hurry, but almost falls down. He has to pause and collect himself before he can follow the others.]
sequences_a16_oberdeck_seq_a07_oberdeck_ende_des_abschnitts#7;[Cut back to the normal view. For a moment nothing happens...]
sequences_a16_oberdeck_seq_a07_oberdeck_ende_des_abschnitts#8;[But then the butler leaves his hideout. Crushes a cigarette butt in his hands.]
sequences_a16_oberdeck_seq_a07_oberdeck_ende_des_abschnitts#9;[Cut to his face.]
sequences_a16_oberdeck_seq_a07_oberdeck_ende_des_abschnitts#10;[You see the pure hate in his face.]
sequences_a16_oberdeck_seq_a07_oberdeck_ende_des_abschnitts#11;[End of the chapter.]
sequences_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt#2;[Cut. You see them both from a different perspective. The camera films out of the view of the person that watches the Arabian from the hiding place. The camera moves a bit back and forth etc..]
sequences_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt#4;[The young woman nervously leaves the funnel. The Arabian steps over to her and at first she is frightened, until she recognises him.]
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_1_direction;scared, nervous
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_1;Adil !
sequences_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt#6;[Cut to the normal view.]
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_2_direction;shocked
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_2;Que s'est-il passé ?
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_3_direction;scared, nervous
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_3;La Baronne ! Du sang partout !
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_4_direction;shocked
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_4;Mais qui donc...
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_5_direction;nervous
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_5;Je ne sais pas ! Inch ?
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_6;Ça n'a pas de sens !
sequences_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt#12;[Steps can be heard from downstairs. Somebody is going upstairs. The Arabian signals to his girlfriend and offers her a leg-up. They quickly escape to the roof.]
sequences_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt#13;[The Arabian closes the grid and acts like he wants to escape as well. Then the inspector is already behind him, threatening him with his gun (Idle).]
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_7_direction;loud, threatening
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_7;Ne bougez pas !
sequences_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt#15;[The Arabian ends his attempt to escape, gets in position with raised hands (Idle).]
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_8_direction;loud shouting
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_8;ZELLNER ? ICI, SUR LE PONT SUPERIEUR !
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_9;Nous avons notre ombre. Qui êtes-vous ?
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_10_direction;with accent
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_10;Moi rien fait. Moi équipage !
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_11;Bien sûr.
sequences_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt#20;[The inspector glances around, but also looks at the funnel.]
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_12;Que faisiez-vous ici ?
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_13_direction;with accent
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_13;Air frais. Fffffff-ahhh.
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_14_direction;sarcastically
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_14;...Bien sûr. Vous vouliez juste prendre une bouffée d'air frais. 
sequences_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt#24;[Ohi and the doctor go upstairs and stand still when they arrive.]
sequences_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt#25;[The Inspector briefly looks over his shoulder at Ohi.]
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_15;Zellner, regardez ce que nous avons ici.
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_16;Eh bien, si ce n'est pas notre ombre !
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_17;Et notre passager clandestin.
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_18;Vous avez passé du temps caché dans une malle récemment ?
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_19_direction;strong accent
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_19;Moi rien fait..
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_20;Il prétend faire partie de l'équipage. Il voulait juste prendre l'air.
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_21;Bien sûr. Et de toute évidence vous ne m'avez pas attaquer non plus, hein ?
sequences_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt#33;[Cut to the stairs.]
sequences_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt#34;[The guardsman hurries upstairs, barely breathing.]
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_22;Compris. Emmenez-le dans la cellule, Robert.
spokentexts_a16_oberdeck_seq_a07_oberdeck_leiche_entdeckt_st_23;Nous parlerons plus tard, mon ami.
