characters_araber;Araber
spokentexts_arzt_top_a18_arzt_mord_an_familie_tseq_st_2;Qu'espériez-vous ? Vous avez envoyé à la mort toute une famille.
spokentexts_arzt_top_a18_arzt_mord_an_familie_tseq_st_3_direction;initially outraged and aggressive, then he realizes that this is all a lie
spokentexts_arzt_top_a18_arzt_mord_an_familie_tseq_st_3;Je suis un gentleman ! Et je m'attends à ce que... Qu'ils ne soient pas...
spokentexts_arzt_top_a18_arzt_mord_an_familie_tseq_st_4;Elle ne vous aimait pas et attendait un enfant d'un autre homme. Et c'est pour cela que vous l'avez trahie.
spokentexts_arzt_top_a18_arzt_mord_an_familie_tseq_st_5_direction;desperate
spokentexts_arzt_top_a18_arzt_mord_an_familie_tseq_st_5;C'est... c'était de sa faute ! Elle n'aurait pas dû se moquer de moi !
spokentexts_arzt_top_a18_arzt_mord_an_familie_tseq_st_6;Je...
spokentexts_arzt_top_a18_arzt_mord_an_familie_tseq_st_7_direction;desperately looking for absolution
spokentexts_arzt_top_a18_arzt_mord_an_familie_tseq_st_7;Je... Je l'ai sauvée. J'ai risqué ma vie pour elle tous les jours ! Pendant quatre mois !
spokentexts_arzt_top_a18_arzt_mord_an_familie_tseq_st_8;Et puis vous avez mis tout ça de coté et vous êtes devenu un assassin.
spokentexts_arzt_top_a18_arzt_mord_an_familie_tseq_st_9_direction;outraged, then he realizes that he is a murderer
spokentexts_arzt_top_a18_arzt_mord_an_familie_tseq_st_9;JE NE SUIS PAS... Je suis...
texts_arzt_top_a18_arzt_von_kiste_steigen_tseq_title;Descendre du rebord
spokentexts_arzt_top_a18_arzt_von_kiste_steigen_tseq_st_1;Descendez de là.
spokentexts_arzt_top_a18_arzt_von_kiste_steigen_tseq_st_2_direction;irritable, aggressive
spokentexts_arzt_top_a18_arzt_von_kiste_steigen_tseq_st_2;Pourquoi ? Vous pourrez me tuer comme cela ?
spokentexts_arzt_top_a18_arzt_von_kiste_steigen_tseq_st_3;Je ne vais tuer personne.
spokentexts_arzt_top_a18_arzt_von_kiste_steigen_tseq_st_4_direction;aggressive
spokentexts_arzt_top_a18_arzt_von_kiste_steigen_tseq_st_4;Ou m'envoyer croupir dans une prison égyptienne ? Ou une prison israélienne ? Jamais !
texts_butler_top_a18_butler_alles_vorbei_antwort1_tseq_title;Le laisser
spokentexts_butler_top_a18_butler_alles_vorbei_antwort1_tseq_st_1;Vous ne pouvez pas le tuer !
sequences_butler_top_a18_butler_alles_vorbei_antwort1_tseq#1;[The butler looks at the Arab.]
spokentexts_butler_top_a18_butler_alles_vorbei_antwort1_tseq_st_2;Pourquoi pas ? C'est un salaud, sa mort va nous aider et c'est un témoin. Si nous le laissons, nous irons tous les deux en prison.
spokentexts_butler_top_a18_butler_alles_vorbei_antwort1_tseq_st_3;Peu importe, on ne va pas le tuer.
spokentexts_butler_top_a18_butler_alles_vorbei_antwort1_tseq_st_4;VOUS nous avez mis dans cette situation !
spokentexts_butler_top_a18_butler_alles_vorbei_antwort1_tseq_st_5;Et aussi longtemps que je serais vivant, je ne laisserai pas quelqu'un se faire tuer ma présence !
spokentexts_butler_top_a18_butler_alles_vorbei_antwort1_tseq_st_6_direction;threatening
spokentexts_butler_top_a18_butler_alles_vorbei_antwort1_tseq_st_6;Non ?
sequences_butler_top_a18_butler_alles_vorbei_antwort1_tseq#7;[The butler turns to the Arab, keeps him the gun under his chin (idle).]
texts_butler_top_a18_butler_alles_vorbei_antwort2_tseq_title;Aucune alternative
spokentexts_butler_top_a18_butler_alles_vorbei_antwort2_tseq_st_1;Nous n'avons pas d'autre alternative. C'est un témoin et nous irons droit en prison si nous le laissons partir.
sequences_butler_top_a18_butler_alles_vorbei_antwort2_tseq#1;[The Butler looks at the Arab.]
spokentexts_butler_top_a18_butler_alles_vorbei_antwort2_tseq_st_2;Je ne m'attendais pas à une telle réflexion de votre part !
spokentexts_butler_top_a18_butler_alles_vorbei_antwort2_tseq_st_4_direction;annoyed, uncomprehending
spokentexts_butler_top_a18_butler_alles_vorbei_antwort2_tseq_st_4;Nous y voilà !
sequences_butler_top_a18_butler_alles_vorbei_antwort2_tseq#8;[The butler turns to the Arab, keeps him the gun under his chin (idle).]
texts_butler_top_a18_butler_erschiessen_antwort1_tseq_title;Can't kill both of them
spokentexts_butler_top_a18_butler_erschiessen_antwort1_tseq_st_1;Vous ne pouvez pas nous tuer tous les deux !
sequences_butler_top_a18_butler_erschiessen_antwort1_tseq#1;"[The butler thinks , then he moved the gun to the doctor and makes ""Bang!"", then back to the Arab and again ""Peng"". He then holds his gun back under his chin.]"
spokentexts_butler_top_a18_butler_erschiessen_antwort1_tseq_st_2;Oh, je crois que si au contraire.
texts_butler_top_a18_butler_erschiessen_antwort2_tseq_title;Il a encore besoin de moi
spokentexts_butler_top_a18_butler_erschiessen_antwort2_tseq_st_1;Vous ne pouvez pas me tuer. Vous avez encore besoin de moi.
texts_butler_top_a18_butler_erschiessen_antwort3_tseq_title;Essayez !
spokentexts_butler_top_a18_butler_erschiessen_antwort3_tseq_st_1;Essayez !
spokentexts_butler_top_a18_butler_erschiessen_antwort3_tseq_st_2;Un rude échange pour l'arme ? Pas mon truc.
spokentexts_butler_top_a18_butler_erschiessen_antwort3_tseq_st_3;Vous n'avez pas les moyens de me tuer. Vous avez encore besoin de moi!
texts_butler_top_a18_butler_keine_frage_antwort1_tseq_title;Excuse
spokentexts_butler_top_a18_butler_keine_frage_antwort1_tseq_st_1;Je suis désolé. Je suis votre homme, mais...
spokentexts_butler_top_a18_butler_keine_frage_antwort1_tseq_st_2;L'êtes-vous vraiment ?
texts_butler_top_a18_butler_keine_frage_antwort2_tseq_title;Pas de morts
spokentexts_butler_top_a18_butler_keine_frage_antwort2_tseq_st_1;Je ne veux pas de cadavres.
spokentexts_butler_top_a18_butler_keine_frage_antwort2_tseq_st_2;Moi non plus, en effet.
spokentexts_butler_top_a18_butler_keine_frage_antwort2_tseq_st_3;Mais je ne veux pas de cadavres.
spokentexts_butler_top_a18_butler_keine_frage_antwort2_tseq_st_4;Encore la même vieille rengaine.
spokentexts_butler_top_a18_butler_keine_frage_antwort2_tseq_st_5;Vous voulez réussir mais vous ne voulez pas vous salir les mains.
spokentexts_butler_top_a18_butler_keine_frage_antwort2_tseq_st_6;N'est-ce pas le fameux Corbeau qui est connu pour cela ?
spokentexts_butler_top_a18_butler_keine_frage_antwort2_tseq_st_7;Je faire ce qui est nécessaire.
sequences_butler_top_a18_butler_keine_frage_antwort2_tseq#9;"[Next sequence with ""gun"" on the front deck.]"
texts_butler_top_a18_butler_keine_frage_antwort3_tseq_title;Quel est l'intérêt
spokentexts_butler_top_a18_butler_keine_frage_antwort3_tseq_st_1;Je ne veux pas de cadavres.
spokentexts_butler_top_a18_butler_keine_frage_antwort3_tseq_st_2;Moi non plus, en effet.
spokentexts_butler_top_a18_butler_keine_frage_antwort3_tseq_st_3;Mais je ne comprends pas pourquoi vous faites cela !
spokentexts_butler_top_a18_butler_keine_frage_antwort3_tseq_st_4;Vous n'avez rien à faire. Observez et apprenez.
sequences_butler_top_a18_butler_keine_frage_antwort3_tseq#6;"[Next with sequence ""pistol"" on the front deck.]"
